mmOrderId,orderDate,listingId,qty,grossAmount,buyerState
MM-7003159,2026-02-06,ML-200015,3,758.65,FL
MM-7003160,2025-06-28,ML-200094,3,90.94,GA
MM-7003161,2026-03-03,ML-200022,4,463.56,OH
MM-7003162,2025-07-18,ML-200029,4,81.43,NJ
MM-7003163,2025-12-13,ML-200036,2,71.06,NY
MM-7003164,2026-02-15,ML-200048,2,342.58,NY
MM-7003165,2026-01-01,ML-200085,2,557.1,OH
MM-7003166,2025-08-13,ML-200027,1,178.82,FL
MM-7003167,2026-02-16,ML-200092,4,1157.79,NJ
MM-7003168,2025-07-07,ML-200011,4,784.01,OH
MM-7003169,2026-02-20,ML-200085,4,1093.28,PA
MM-7003170,2025-10-12,ML-200028,3,641.83,OH
MM-7003171,2025-10-01,ML-200094,2,61.28,CA
MM-7003172,2026-03-03,ML-200043,2,121.7,CA
MM-7003173,2025-12-26,ML-200007,3,612.76,WA
MM-7003174,2025-11-18,ML-200008,4,68.25,GA
MM-7003175,2026-03-21,ML-200007,1,202.95,OH
MM-7003176,2026-03-28,ML-200049,1,317.55,OH
MM-7003177,2026-05-02,ML-200081,4,715.89,GA
MM-7003178,2025-12-29,ML-200068,2,31.93,WA
MM-7003179,2025-06-26,ML-200045,3,312.24,WA
MM-7003180,2025-11-10,ML-200069,3,330.61,CA
MM-7003181,2025-12-02,ML-200063,2,253.47,WA
MM-7003182,2026-02-09,ML-200013,1,81.03,CA
MM-7003183,2026-05-28,ML-200067,1,103.09,NJ
MM-7003184,2025-12-20,ML-200073,4,690.79,TX
MM-7003185,2025-12-29,ML-200036,4,137.11,PA
MM-7003186,2026-01-12,ML-200013,1,78.48,CA
MM-7003187,2025-12-14,ML-200100,1,59.06,NJ
MM-7003188,2025-10-21,ML-200051,4,1414.7,NY
MM-7003189,2025-12-11,ML-200087,2,19.88,NJ
MM-7003190,2025-10-11,ML-200032,1,155.19,OH
MM-7003191,2025-07-21,ML-200057,1,216.54,OH
MM-7003192,2025-12-27,ML-200041,4,749.85,WA
MM-7003193,2026-02-12,ML-200012,3,406.52,NY
MM-7003194,2025-08-10,ML-200074,3,73.73,CA
MM-7003195,2026-02-15,ML-200014,3,277.91,PA
MM-7003196,2025-08-26,ML-200047,1,312.6,NJ
MM-7003197,2025-06-15,ML-200050,1,10.51,PA
MM-7003198,2025-11-02,ML-200040,2,160.81,WA
MM-7003199,2026-05-18,ML-200071,3,311.45,NY
MM-7003200,2025-10-28,ML-200070,1,160.11,WA
MM-7003201,2026-02-01,ML-200064,2,387.51,PA
MM-7003202,2025-12-18,ML-200073,2,349.82,GA
MM-7003203,2025-12-16,ML-200084,1,60.79,TX
MM-7003204,2025-06-30,ML-200067,1,100.46,FL
MM-7003205,2025-10-23,ML-200012,4,539.09,OH
MM-7003206,2025-11-06,ML-200029,2,39.88,IL
MM-7003207,2026-04-11,ML-200063,3,372.42,TX
MM-7003208,2025-11-13,ML-200016,3,710.24,WA
MM-7003209,2026-02-02,ML-200077,2,154.07,WA
MM-7003210,2025-08-19,ML-200043,1,62.03,PA
MM-7003211,2026-03-21,ML-200031,3,97.17,FL
MM-7003212,2026-01-17,ML-200085,1,272.86,NY
MM-7003213,2026-04-18,ML-200051,2,706.12,NJ
MM-7003214,2025-08-29,ML-200071,4,415.21,IL
MM-7003215,2026-05-21,ML-200022,2,231.25,NJ
MM-7003216,2025-09-23,ML-200083,4,172.03,IL
MM-7003217,2025-06-12,ML-200038,1,110.54,NY
MM-7003218,2025-10-29,ML-200015,1,251.24,PA
MM-7003219,2025-09-26,ML-200049,2,663.41,FL
MM-7003220,2025-08-24,ML-200056,3,695.68,GA
MM-7003221,2025-12-06,ML-200092,3,870.12,WA
MM-7003222,2026-01-24,ML-200058,3,248.96,WA
MM-7003223,2026-03-15,ML-200013,4,311.47,CA
MM-7003224,2026-01-05,ML-200055,2,120.99,GA
MM-7003225,2026-02-12,ML-200011,1,193.02,CA
MM-7003226,2025-11-16,ML-200003,1,134.21,OH
MM-7003227,2025-10-02,ML-200017,1,121.7,PA
MM-7003228,2026-02-18,ML-200064,4,787.34,WA
MM-7003229,2026-04-11,ML-200007,4,776.11,PA
MM-7003230,2026-02-27,ML-200043,1,61.85,FL
MM-7003231,2026-01-09,ML-200094,2,58.25,IL
MM-7003232,2025-11-05,ML-200001,2,634.72,NY
MM-7003233,2025-06-21,ML-200076,4,303.83,CA
MM-7003234,2025-10-26,ML-200006,3,48.51,CA
MM-7003235,2026-04-26,ML-200046,4,137.1,GA
MM-7003236,2025-08-25,ML-200074,4,94.0,NY
MM-7003237,2025-12-21,ML-200090,3,148.71,TX
MM-7003238,2026-02-27,ML-200037,3,798.65,GA
MM-7003239,2025-11-16,ML-200029,4,79.03,PA
MM-7003240,2026-01-04,ML-200041,1,192.16,OH
MM-7003241,2026-01-25,ML-200044,1,246.86,WA
MM-7003242,2025-08-07,ML-200073,4,690.15,NY
MM-7003243,2025-09-06,ML-200060,3,630.09,PA
MM-7003244,2026-04-05,ML-200019,3,341.01,WA
MM-7003245,2026-04-16,ML-200023,4,619.72,CA
MM-7003246,2026-02-24,ML-200034,3,116.05,OH
MM-7003247,2026-04-21,ML-200059,4,723.99,NY
MM-7003248,2025-07-16,ML-200013,3,235.97,NY
MM-7003249,2025-11-26,ML-200058,2,166.43,PA
MM-7003250,2026-04-07,ML-200083,2,89.61,OH
MM-7003251,2025-07-20,ML-200048,4,685.54,GA
MM-7003252,2026-02-03,ML-200044,2,490.75,IL
MM-7003253,2026-03-18,ML-200056,2,460.18,WA
MM-7003254,2025-08-23,ML-200055,2,116.56,CA
MM-7003255,2025-10-15,ML-200054,3,66.69,NJ
MM-7003256,2026-01-10,ML-200055,2,117.11,WA
MM-7003257,2025-10-17,ML-200069,4,439.35,PA
MM-7003258,2025-10-07,ML-200091,1,604.78,CA
MM-7003259,2026-02-11,ML-200007,3,602.05,PA
MM-7003260,2025-10-21,ML-200040,1,79.19,FL
MM-7003261,2026-04-12,ML-200055,2,119.82,GA
MM-7003262,2025-10-19,ML-200090,2,97.91,TX
MM-7003263,2025-11-12,ML-200032,1,157.04,IL
MM-7003264,2026-04-21,ML-200086,2,97.39,CA
MM-7003265,2025-07-10,ML-200035,3,429.41,CA
MM-7003266,2025-10-23,ML-200077,4,300.9,GA
MM-7003267,2025-11-08,ML-200001,3,961.03,PA
MM-7003268,2025-12-24,ML-200073,4,706.29,NJ
MM-7003269,2026-04-27,ML-200023,2,301.06,TX
MM-7003270,2025-07-07,ML-200041,1,190.82,OH
MM-7003271,2026-05-16,ML-200082,3,219.04,NJ
MM-7003272,2025-09-18,ML-200047,4,1254.47,NY
MM-7003273,2026-01-01,ML-200014,1,91.58,IL
MM-7003274,2026-05-05,ML-200094,2,59.49,GA
MM-7003275,2025-08-24,ML-200091,1,598.68,NJ
MM-7003276,2025-12-27,ML-200020,4,302.32,NJ
MM-7003277,2025-07-31,ML-200073,4,702.95,IL
MM-7003278,2026-03-02,ML-200066,2,234.81,GA
MM-7003279,2025-10-09,ML-200066,3,355.24,NY
MM-7003280,2025-12-21,ML-200094,2,60.35,NJ
MM-7003281,2025-06-20,ML-200082,4,293.19,PA
MM-7003282,2026-04-01,ML-200051,2,690.46,OH
MM-7003283,2026-03-07,ML-200030,3,330.16,NY
MM-7003284,2025-06-22,ML-200078,1,159.3,PA
MM-7003285,2026-03-21,ML-200016,2,480.06,CA
MM-7003286,2026-02-25,ML-200025,3,527.76,CA
MM-7003287,2026-03-09,ML-200092,4,1164.11,CA
MM-7003288,2026-04-25,ML-200037,1,273.95,PA
MM-7003289,2025-10-23,ML-200005,2,147.3,GA
MM-7003290,2025-08-30,ML-200034,3,117.71,NY
MM-7003291,2026-02-27,ML-200061,1,176.99,GA
MM-7003292,2026-01-31,ML-200023,2,309.28,PA
MM-7003293,2025-09-22,ML-200063,1,124.14,TX
MM-7003294,2025-12-07,ML-200063,1,127.05,NJ
MM-7003295,2026-01-24,ML-200070,1,165.36,WA
MM-7003296,2026-03-22,ML-200059,2,354.82,FL
MM-7003297,2025-06-30,ML-200076,1,76.21,CA
MM-7003298,2025-06-11,ML-200065,3,538.33,WA
MM-7003299,2025-08-21,ML-200046,1,35.13,NJ
MM-7003300,2026-04-12,ML-200046,4,137.99,FL
MM-7003301,2025-09-17,ML-200033,2,730.98,OH
MM-7003302,2026-05-28,ML-200024,3,81.55,TX
MM-7003303,2026-03-04,ML-200076,1,77.24,PA
MM-7003304,2026-05-23,ML-200092,2,589.56,IL
MM-7003305,2026-04-10,ML-200042,3,318.04,TX
MM-7003306,2026-01-14,ML-200004,2,475.97,OH
MM-7003307,2025-10-05,ML-200009,3,419.89,CA
MM-7003308,2026-01-08,ML-200090,2,97.27,IL
MM-7003309,2026-05-09,ML-200011,1,190.02,CA
MM-7003310,2026-05-13,ML-200050,3,32.28,NY
MM-7003311,2025-10-19,ML-200074,2,48.73,IL
MM-7003312,2025-10-26,ML-200097,2,40.99,IL
MM-7003313,2026-02-18,ML-200091,4,2364.02,CA
MM-7003314,2026-04-04,ML-200085,2,551.24,WA
MM-7003315,2025-08-26,ML-200078,2,312.92,CA
MM-7003316,2025-06-23,ML-200035,3,412.47,TX
MM-7003317,2025-11-07,ML-200044,1,238.79,NY
MM-7003318,2026-05-28,ML-200043,4,249.52,GA
MM-7003319,2026-02-07,ML-200055,2,119.18,IL
MM-7003320,2025-07-15,ML-200022,3,340.46,IL
MM-7003321,2026-04-26,ML-200033,2,707.43,OH
MM-7003322,2025-07-14,ML-200013,3,233.93,OH
MM-7003323,2025-06-26,ML-200085,4,1117.38,NY
MM-7003324,2025-06-07,ML-200076,1,76.28,IL
MM-7003325,2025-12-04,ML-200092,4,1153.8,IL
MM-7003326,2025-09-11,ML-200071,3,319.33,IL
MM-7003327,2025-07-15,ML-200035,1,139.34,NY
MM-7003328,2026-03-01,ML-200059,4,715.95,CA
MM-7003329,2025-10-10,ML-200008,4,68.83,TX
MM-7003330,2026-01-08,ML-200062,4,293.36,NY
MM-7003331,2025-08-09,ML-200011,3,579.8,NY
MM-7003332,2026-01-26,ML-200005,1,72.43,CA
MM-7003333,2026-01-31,ML-200080,1,79.18,CA
MM-7003334,2026-01-27,ML-200031,1,31.15,NY
MM-7003335,2026-04-21,ML-200026,2,552.61,NY
MM-7003336,2025-07-10,ML-200092,3,868.65,OH
MM-7003337,2026-01-01,ML-200012,2,271.77,IL
MM-7003338,2026-01-09,ML-200085,4,1091.11,IL
MM-7003339,2026-05-15,ML-200014,4,376.7,WA
MM-7003340,2026-01-28,ML-200047,3,924.07,IL
MM-7003341,2025-10-26,ML-200026,4,1098.44,PA
MM-7003342,2026-02-11,ML-200045,2,207.27,TX
MM-7003343,2026-03-22,ML-200047,4,1248.78,CA
MM-7003344,2025-09-20,ML-200039,3,126.49,CA
MM-7003345,2026-04-29,ML-200024,1,27.52,IL
MM-7003346,2026-01-03,ML-200048,2,340.86,NJ
MM-7003347,2026-02-08,ML-200001,3,961.98,FL
MM-7003348,2025-10-05,ML-200061,4,703.81,FL
MM-7003349,2025-10-20,ML-200030,3,332.4,NJ
MM-7003350,2025-08-27,ML-200054,2,42.88,NY
MM-7003351,2026-05-11,ML-200069,4,457.69,CA
MM-7003352,2026-01-31,ML-200015,4,1040.85,NY
MM-7003353,2026-03-27,ML-200083,2,87.34,TX
MM-7003354,2026-04-07,ML-200064,4,804.55,TX
MM-7003355,2025-07-26,ML-200080,3,250.85,GA
MM-7003356,2025-11-12,ML-200008,1,16.62,NY
MM-7003357,2025-12-24,ML-200043,3,189.41,OH
MM-7003358,2026-01-12,ML-200016,2,481.35,TX
MM-7003359,2025-10-01,ML-200020,4,306.92,TX
MM-7003360,2025-11-19,ML-200072,2,161.52,FL
MM-7003361,2025-10-20,ML-200077,3,231.25,WA
MM-7003362,2025-08-11,ML-200024,4,107.46,CA
MM-7003363,2026-01-10,ML-200098,1,34.09,IL
MM-7003364,2025-06-08,ML-200070,2,314.35,FL
MM-7003365,2025-07-18,ML-200070,2,319.31,NJ
MM-7003366,2026-01-24,ML-200011,2,386.13,WA
MM-7003367,2025-06-08,ML-200027,2,349.69,NJ
MM-7003368,2026-01-17,ML-200026,4,1090.58,FL
MM-7003369,2025-07-05,ML-200097,4,81.09,IL
MM-7003370,2026-01-05,ML-200060,2,416.56,NJ
MM-7003371,2026-05-01,ML-200024,4,107.66,OH
MM-7003372,2025-11-14,ML-200004,2,479.41,PA
MM-7003373,2026-05-28,ML-200088,1,176.06,NY
MM-7003374,2026-05-29,ML-200042,2,212.77,PA
MM-7003375,2026-03-12,ML-200047,1,306.52,NJ
MM-7003376,2025-07-22,ML-200089,1,107.16,IL
MM-7003377,2026-04-01,ML-200036,4,144.02,NJ
MM-7003378,2026-05-30,ML-200053,4,1049.73,FL
MM-7003379,2025-12-14,ML-200025,1,177.7,WA
MM-7003380,2026-05-12,ML-200004,3,725.3,GA
MM-7003381,2026-01-24,ML-200080,1,81.26,NY
MM-7003382,2026-03-01,ML-200055,1,59.96,NJ
MM-7003383,2025-08-06,ML-200058,1,81.66,NJ
MM-7003384,2025-12-24,ML-200002,2,300.58,OH
MM-7003385,2026-05-08,ML-200036,3,105.44,TX
MM-7003386,2026-05-30,ML-200028,2,430.93,PA
MM-7003387,2025-09-11,ML-200005,1,73.27,NY
MM-7003388,2026-01-27,ML-200056,2,471.71,NY
MM-7003389,2025-11-21,ML-200055,3,175.02,WA
MM-7003390,2026-01-28,ML-200084,3,184.0,NY
MM-7003391,2025-06-16,ML-200059,3,540.45,TX
MM-7003392,2025-09-12,ML-200058,1,81.44,OH
MM-7003393,2026-01-04,ML-200084,2,122.21,WA
MM-7003394,2025-11-30,ML-200078,4,638.04,NJ
MM-7003395,2025-08-22,ML-200078,4,643.62,GA
MM-7003396,2025-07-23,ML-200038,3,324.82,GA
MM-7003397,2026-04-25,ML-200013,3,229.2,IL
MM-7003398,2026-01-11,ML-200041,3,572.3,WA
MM-7003399,2026-03-30,ML-200032,3,468.77,WA
MM-7003400,2025-11-27,ML-200085,4,1084.0,NJ
MM-7003401,2025-08-22,ML-200062,1,71.27,TX
MM-7003402,2025-08-06,ML-200049,1,324.65,NJ
MM-7003403,2026-03-25,ML-200041,1,186.04,IL
MM-7003404,2026-03-29,ML-200043,2,124.24,GA
MM-7003405,2026-04-26,ML-200057,3,637.84,PA
MM-7003406,2025-09-19,ML-200051,4,1408.75,NJ
MM-7003407,2026-03-23,ML-200085,1,267.61,CA
MM-7003408,2025-08-16,ML-200003,4,532.42,IL
MM-7003409,2025-10-03,ML-200063,2,249.42,TX
MM-7003410,2025-12-01,ML-200064,2,392.49,GA
MM-7003411,2025-07-25,ML-200036,2,68.92,GA
MM-7003412,2026-01-16,ML-200067,3,310.4,CA
MM-7003413,2025-06-25,ML-200009,1,138.46,WA
MM-7003414,2026-05-22,ML-200078,3,470.15,CA
MM-7003415,2026-05-12,ML-200082,3,222.76,FL
MM-7003416,2025-11-17,ML-200091,3,1799.02,TX
MM-7003417,2025-08-13,ML-200077,3,228.26,PA
MM-7003418,2025-07-21,ML-200055,2,119.3,PA
MM-7003419,2026-02-01,ML-200025,1,175.09,GA
MM-7003420,2026-01-25,ML-200062,2,144.06,WA
MM-7003421,2025-09-05,ML-200033,1,355.85,WA
MM-7003422,2025-11-13,ML-200019,1,115.55,NY
MM-7003423,2026-03-27,ML-200063,4,497.49,FL
MM-7003424,2025-09-28,ML-200020,3,225.15,PA
MM-7003425,2025-12-19,ML-200041,4,761.65,IL
MM-7003426,2025-09-02,ML-200069,4,446.55,GA
MM-7003427,2025-10-21,ML-200023,3,454.42,NY
MM-7003428,2026-03-16,ML-200071,2,216.48,TX
MM-7003429,2026-04-18,ML-200006,4,64.11,IL
MM-7003430,2025-09-01,ML-200045,3,314.68,IL
MM-7003431,2025-07-24,ML-200043,1,62.54,PA
MM-7003432,2025-07-25,ML-200012,1,135.2,OH
MM-7003433,2026-01-17,ML-200021,2,605.75,NJ
MM-7003434,2025-06-06,ML-200059,2,353.86,NJ
MM-7003435,2025-06-12,ML-200100,3,182.43,CA
MM-7003436,2025-08-12,ML-200017,2,248.42,GA
MM-7003437,2026-04-19,ML-200094,1,30.67,OH
MM-7003438,2025-12-17,ML-200081,2,350.32,GA
MM-7003439,2025-10-11,ML-200045,1,102.95,NJ
MM-7003440,2026-03-29,ML-200074,1,23.96,TX
MM-7003441,2025-11-15,ML-200035,3,427.92,OH
MM-7003442,2025-10-16,ML-200072,4,321.93,PA
MM-7003443,2025-06-25,ML-200044,4,965.45,TX
MM-7003444,2025-09-28,ML-200067,2,198.87,NJ
MM-7003445,2025-11-16,ML-200077,2,149.97,TX
MM-7003446,2025-10-27,ML-200024,1,27.17,OH
MM-7003447,2026-03-14,ML-200005,1,72.33,GA
MM-7003448,2025-08-28,ML-200029,4,77.31,FL
MM-7003449,2025-07-28,ML-200031,3,92.43,WA
MM-7003450,2025-07-21,ML-200006,2,32.48,OH
MM-7003451,2026-03-21,ML-200078,3,469.77,NY
MM-7003452,2026-04-27,ML-200011,2,391.04,NJ
MM-7003453,2025-09-01,ML-200061,3,534.07,OH
MM-7003454,2025-10-15,ML-200067,2,206.52,NY
MM-7003455,2025-12-28,ML-200031,2,61.55,NJ
MM-7003456,2025-08-26,ML-200018,4,107.79,TX
MM-7003457,2025-11-15,ML-200069,4,443.61,CA
MM-7003458,2025-11-11,ML-200062,4,290.38,OH
MM-7003459,2025-12-26,ML-200018,3,80.32,FL
MM-7003460,2025-10-18,ML-200015,3,759.16,TX
MM-7003461,2025-09-10,ML-200037,4,1125.11,PA
MM-7003462,2025-10-13,ML-200001,4,1286.67,FL
MM-7003463,2026-04-11,ML-200077,4,300.7,NY
MM-7003464,2025-11-15,ML-200070,2,323.63,IL
MM-7003465,2026-04-06,ML-200100,1,59.29,NJ
MM-7003466,2026-05-11,ML-200082,2,148.91,NY
MM-7003467,2026-03-17,ML-200044,3,732.38,TX
MM-7003468,2025-06-27,ML-200074,2,46.89,GA
MM-7003469,2026-01-29,ML-200045,4,428.38,GA
MM-7003470,2026-01-27,ML-200083,2,87.28,OH
MM-7003471,2026-04-16,ML-200069,3,338.06,CA
MM-7003472,2026-01-20,ML-200051,1,354.59,WA
MM-7003473,2025-10-22,ML-200071,3,312.62,OH
MM-7003474,2025-10-18,ML-200015,4,1006.03,CA
MM-7003475,2025-12-05,ML-200073,1,174.31,FL
MM-7003476,2026-04-05,ML-200057,2,428.22,IL
MM-7003477,2026-03-10,ML-200077,4,303.48,NJ
MM-7003478,2026-03-04,ML-200007,4,816.93,NY
MM-7003479,2026-04-28,ML-200077,3,229.82,WA
MM-7003480,2025-07-11,ML-200011,3,572.61,OH
MM-7003481,2025-08-28,ML-200005,3,218.73,FL
MM-7003482,2026-03-01,ML-200008,3,52.07,TX
MM-7003483,2026-02-02,ML-200068,4,63.16,TX
MM-7003484,2026-01-25,ML-200040,2,161.1,TX
MM-7003485,2026-01-17,ML-200073,4,698.68,NY
MM-7003486,2025-09-07,ML-200014,1,94.21,GA
MM-7003487,2026-01-08,ML-200027,2,344.24,NY
MM-7003488,2025-12-26,ML-200006,3,49.41,FL
MM-7003489,2025-08-02,ML-200026,3,820.63,CA
MM-7003490,2026-02-07,ML-200060,1,210.57,PA
MM-7003491,2025-07-31,ML-200030,3,337.58,IL
MM-7003492,2025-08-29,ML-200060,3,634.56,NJ
MM-7003493,2026-05-18,ML-200054,2,43.93,NY
MM-7003494,2026-05-26,ML-200045,4,424.82,WA
MM-7003495,2026-02-15,ML-200098,2,68.6,CA
MM-7003496,2026-03-08,ML-200036,3,105.85,NY
MM-7003497,2025-06-30,ML-200082,2,143.95,WA
MM-7003498,2026-05-18,ML-200097,4,85.2,PA
MM-7003499,2025-11-02,ML-200092,2,596.65,FL
MM-7003500,2026-03-09,ML-200064,3,577.7,NY
MM-7003501,2025-08-29,ML-200054,2,43.75,TX
MM-7003502,2026-03-28,ML-200052,3,72.96,FL
MM-7003503,2025-07-06,ML-200029,2,39.34,PA
MM-7003504,2025-12-14,ML-200057,2,424.68,TX
MM-7003505,2026-05-24,ML-200089,1,105.39,OH
MM-7003506,2025-06-14,ML-200022,2,234.84,TX
MM-7003507,2025-12-05,ML-200072,4,317.73,WA
MM-7003508,2026-05-16,ML-200070,3,470.41,OH
MM-7003509,2025-08-07,ML-200003,3,404.29,WA
MM-7003510,2025-11-26,ML-200001,1,328.48,NY
MM-7003511,2025-06-19,ML-200054,3,64.03,CA
MM-7003512,2026-01-01,ML-200006,1,16.49,PA
MM-7003513,2025-07-20,ML-200014,4,372.6,GA
MM-7003514,2026-05-15,ML-200041,4,771.19,NJ
MM-7003515,2026-01-09,ML-200018,1,26.82,PA
MM-7003516,2026-02-09,ML-200024,1,27.06,PA
MM-7003517,2026-02-06,ML-200020,2,147.12,GA
MM-7003518,2026-05-09,ML-200015,2,502.82,NY
MM-7003519,2025-11-15,ML-200008,4,68.85,WA
MM-7003520,2025-06-21,ML-200073,4,730.33,PA
MM-7003521,2025-11-10,ML-200078,4,637.62,GA
MM-7003522,2025-08-27,ML-200072,3,241.74,GA
MM-7003523,2025-08-29,ML-200046,2,68.75,IL
MM-7003524,2025-07-15,ML-200018,3,78.8,OH
MM-7003525,2026-05-22,ML-200084,3,187.69,GA
MM-7003526,2025-10-08,ML-200011,4,797.51,NJ
MM-7003527,2025-10-11,ML-200081,3,530.12,TX
MM-7003528,2025-06-07,ML-200084,4,244.89,CA
MM-7003529,2025-07-23,ML-200055,3,177.23,NY
MM-7003530,2026-03-29,ML-200084,3,187.04,TX
MM-7003531,2026-01-15,ML-200027,2,356.33,NY
MM-7003532,2026-03-08,ML-200043,1,61.2,NY
MM-7003533,2025-09-19,ML-200001,4,1258.1,NY
MM-7003534,2025-08-12,ML-200019,1,117.67,TX
MM-7003535,2026-04-11,ML-200090,4,192.98,NJ
MM-7003536,2026-01-05,ML-200071,2,211.03,TX
MM-7003537,2026-04-30,ML-200054,1,20.77,FL
MM-7003538,2025-12-05,ML-200044,2,485.07,IL
MM-7003539,2025-12-18,ML-200069,3,330.37,TX
MM-7003540,2025-07-18,ML-200083,2,86.21,PA
MM-7003541,2026-03-08,ML-200079,1,47.42,PA
MM-7003542,2025-11-16,ML-200017,1,125.69,WA
MM-7003543,2026-03-28,ML-200089,4,419.51,PA
MM-7003544,2025-10-11,ML-200003,3,399.89,OH
MM-7003545,2026-04-27,ML-200043,3,191.54,GA
MM-7003546,2026-05-17,ML-200031,1,31.09,FL
MM-7003547,2025-08-09,ML-200084,1,60.13,WA
MM-7003548,2025-11-01,ML-200088,2,341.75,NY
MM-7003549,2026-05-23,ML-200080,1,82.21,PA
MM-7003550,2026-05-29,ML-200042,1,108.03,NY
MM-7003551,2025-12-21,ML-200052,4,94.05,FL
MM-7003552,2026-05-28,ML-200031,2,62.13,PA
MM-7003553,2025-11-01,ML-200016,3,703.46,TX
MM-7003554,2025-07-17,ML-200021,4,1199.0,TX
MM-7003555,2026-02-22,ML-200062,3,218.25,GA
MM-7003556,2026-02-12,ML-200092,4,1177.2,FL
MM-7003557,2026-02-23,ML-200071,1,106.44,OH
MM-7003558,2026-01-07,ML-200011,3,572.71,IL
MM-7003559,2025-12-28,ML-200072,4,318.52,TX
MM-7003560,2025-11-07,ML-200057,4,859.15,WA
MM-7003561,2025-07-12,ML-200055,1,59.45,TX
MM-7003562,2026-01-20,ML-200058,1,82.14,GA
MM-7003563,2026-02-12,ML-200043,4,250.95,FL
MM-7003564,2025-11-06,ML-200093,4,187.73,CA
MM-7003565,2025-06-22,ML-200097,3,64.13,GA
MM-7003566,2025-10-15,ML-200020,1,74.94,CA
MM-7003567,2026-02-09,ML-200053,2,520.17,OH
MM-7003568,2026-05-22,ML-200070,1,164.14,OH
MM-7003569,2025-06-27,ML-200058,3,251.17,CA
MM-7003570,2026-05-13,ML-200030,4,420.98,NY
MM-7003571,2025-12-13,ML-200007,4,799.07,TX
MM-7003572,2025-10-26,ML-200076,4,314.46,TX
MM-7003573,2026-01-07,ML-200054,3,65.1,OH
MM-7003574,2026-04-03,ML-200002,3,461.28,GA
MM-7003575,2026-04-30,ML-200077,3,223.62,GA
MM-7003576,2025-09-12,ML-200041,3,578.49,CA
MM-7003577,2025-12-02,ML-200072,1,79.69,CA
MM-7003578,2025-12-27,ML-200002,4,604.35,WA
MM-7003579,2025-09-02,ML-200078,2,320.32,CA
MM-7003580,2025-08-31,ML-200090,3,148.12,PA
MM-7003581,2025-06-20,ML-200042,2,212.13,WA
MM-7003582,2025-12-02,ML-200025,2,352.14,PA
MM-7003583,2025-11-23,ML-200033,2,723.91,NY
MM-7003584,2025-07-15,ML-200056,2,445.89,GA
MM-7003585,2025-07-02,ML-200032,2,324.66,CA
MM-7003586,2025-09-18,ML-200078,4,640.93,OH
MM-7003587,2025-09-19,ML-200084,4,242.51,OH
MM-7003588,2026-04-28,ML-200046,4,142.32,NJ
MM-7003589,2025-11-18,ML-200058,1,82.93,FL
MM-7003590,2025-09-17,ML-200047,1,311.82,GA
MM-7003591,2025-06-29,ML-200099,4,141.25,OH
MM-7003592,2025-06-29,ML-200018,3,80.78,NJ
MM-7003593,2025-07-29,ML-200011,1,194.86,FL
MM-7003594,2025-09-04,ML-200038,3,330.08,NY
MM-7003595,2026-05-29,ML-200002,1,159.07,NY
MM-7003596,2026-05-26,ML-200059,2,364.35,TX
MM-7003597,2025-07-03,ML-200101,3,154.41,OH
MM-7003598,2025-06-02,ML-200092,3,873.3,FL
MM-7003599,2026-03-30,ML-200056,2,467.73,OH
MM-7003600,2025-10-07,ML-200099,2,69.82,TX
MM-7003601,2025-12-31,ML-200033,2,696.47,NY
MM-7003602,2026-03-25,ML-200094,2,58.39,FL
MM-7003603,2025-11-19,ML-200068,1,16.17,PA
MM-7003604,2025-12-21,ML-200040,4,322.67,IL
MM-7003605,2025-08-19,ML-200088,3,524.49,PA
MM-7003606,2025-11-07,ML-200024,2,56.81,FL
MM-7003607,2026-02-26,ML-200014,1,92.59,PA
MM-7003608,2025-08-09,ML-200043,3,185.41,OH
MM-7003609,2025-10-15,ML-200071,1,104.26,TX
MM-7003610,2026-02-18,ML-200023,1,151.59,NJ
MM-7003611,2025-09-29,ML-200019,2,241.25,TX
MM-7003612,2026-05-23,ML-200047,4,1235.62,TX
MM-7003613,2025-11-13,ML-200006,3,50.0,FL
MM-7003614,2025-06-19,ML-200018,3,81.54,NY
MM-7003615,2025-07-04,ML-200074,1,24.29,OH
MM-7003616,2025-06-06,ML-200077,4,303.29,CA
MM-7003617,2025-09-08,ML-200067,4,393.96,NJ
MM-7003618,2025-11-06,ML-200068,1,15.68,GA
MM-7003619,2025-08-28,ML-200062,2,146.53,OH
MM-7003620,2025-07-30,ML-200067,1,98.41,TX
MM-7003621,2026-05-24,ML-200064,1,200.99,NJ
MM-7003622,2025-09-03,ML-200061,3,541.12,OH
MM-7003623,2026-05-12,ML-200005,1,74.09,CA
MM-7003624,2025-07-20,ML-200039,4,165.59,PA
MM-7003625,2025-11-12,ML-200097,1,20.73,FL
MM-7003626,2026-03-27,ML-200051,4,1450.01,OH
MM-7003627,2025-09-29,ML-200032,4,619.59,NJ
MM-7003628,2026-03-01,ML-200057,2,435.69,GA
MM-7003629,2026-04-17,ML-200048,1,173.33,CA
MM-7003630,2026-05-10,ML-200063,2,244.11,PA
MM-7003631,2026-02-28,ML-200065,4,681.66,NY
MM-7003632,2026-01-20,ML-200051,2,707.86,IL
MM-7003633,2025-10-06,ML-200041,2,383.99,PA
MM-7003634,2025-09-11,ML-200030,2,222.23,OH
MM-7003635,2025-06-12,ML-200082,1,74.36,WA
MM-7003636,2026-01-28,ML-200080,3,240.12,WA
MM-7003637,2025-09-11,ML-200080,1,80.89,IL
